most_played_role,winrate,avg_creeps_per_min,avg_gold_per_min,username,division,rank,lp,games_won,kills,death,assists
AD Carry,61.3,8.64,506.4200000000001,Morttheus#BR1,Challenger,,839,87,7.8,4.3,7.5
Support,56.0,0.86,301.18,guigs#0505,Challenger,,916,163,2.6,5.1,15.5
Support,62.5,1.98,372.1,frosty#KR3,Challenger,,1402,125,4.5,5.5,14.8
Top,55.2,5.720000000000001,467.02,Cabex#EUW,Challenger,,817,195,4.5,4.5,7.4
Top,52.0,7.0600000000000005,429.14,Silverwing#SVG,Master,,386,204,5.8,4.8,6.3
Jungler,57.7,6.26,440.66,Kiki#COYG,GrandMaster,,651,128,6.1,4.4,9.5
Jungler,54.4,6.9,450.2,WHATSYOURORDER#MCD,Challenger,,694,181,6.8,4.9,8.1
Mid,52.7,7.419999999999999,443.64,Lannturn#EUW,Master,,328,135,5.9,5.2,7.3
Mid,52.0,7.82,418.62,thinKING#galio,Master,,233,180,3.9,4.3,9.0
AD Carry,55.4,8.24,484.24,ANDARIEL#1411,Challenger,,879,219,7.7,4.7,6.9
AD Carry,52.6,7.859999999999999,464.14,mihaibaros7#wizrd,Master,,649,265,7.5,6.5,8.5
Support,60.3,2.34,587.4,pyke4132#CNT,Master,,340,85,7.8,7.3,9.9
Support,60.0,0.7,280.62,FGG#EUW,GrandMaster,,493,82,1.4,4.9,16.5
Top,54.5,7.159999999999999,418.84,Nenad#1v9,GrandMaster,,540,132,5.8,4.8,5.5
Top,54.8,7.44,424.25999999999993,waterenjoyer123#EUW,Challenger,,804,177,4.9,5.0,6.6
Jungler,59.4,7.040000000000001,410.9999999999999,Chris#102,Challenger,,913,130,5.4,4.7,10.8
Jungler,60.5,7.220000000000001,461.68,naau1#EUW,GrandMaster,,747,107,7.7,3.9,8.1
Jungler,53.9,6.88,459.68,Bruno Bratwurst#XDDDD,GrandMaster,,470,181,7.0,4.4,7.8
Mid,56.3,8.379999999999999,462.66,Wesley Warren Jr#EUW,Challenger,,1134,170,6.5,4.9,6.7
AD Carry,53.0,8.559999999999999,473.84,SOGEKING#EUW11,Challenger,,860,259,6.7,4.4,6.9
AD Carry,53.7,7.840000000000001,494.52,Flower#EUWWW,GrandMaster,,939,276,9.2,6.6,6.4
Support,54.6,1.12,306.94,lft Lekcyc#111,Challenger,,1176,306,2.4,4.6,15.1
Support,51.0,1.06,285.18,WP Suken#Orca,GrandMaster,,473,233,2.0,5.0,13.8
Top,54.2,7.38,424.58,moontalkk#BR1,Challenger,,735,174,5.6,4.3,7.1
Top,60.9,7.44,443.64,CRIA DE IPANEMA#PIT,Challenger,,845,117,6.2,4.9,6.8
Jungler,63.6,5.6,498.56,Genos#BIG,GrandMaster,,593,75,7.7,3.6,9.9
Jungler,63.5,5.540000000000001,556.28,Pavimento#duro,Challenger,,650,73,6.7,5.1,8.1
Mid,56.6,8.120000000000001,472.62,young fla#furia,Challenger,,1122,193,7.1,5.0,7.6
Mid,58.6,8.18,490.7600000000001,Daedra#7487,GrandMaster,,544,99,8.2,5.3,7.7
AD Carry,57.8,7.339999999999999,439.8200000000001,Jinx9#5000,GrandMaster,,270,108,8.2,6.0,6.5
Mid,59.7,7.08,444.96,Sleepy#br02,GrandMaster,,476,83,7.6,5.1,8.2
Support,62.1,0.98,301.84000000000003,Toge Inumaki#898,GrandMaster,,586,83,2.4,5.6,15.8
Support,55.3,2.34,336.7,Telas#0604,GrandMaster,,592,151,3.2,5.5,15.8
Top,60.9,7.44,443.64,CRIA DE IPANEMA#PIT,Challenger,,845,117,6.2,4.9,6.8
Top,56.2,7.12,456.66,polo capalot#GOAT,Challenger,,1016,158,5.8,5.4,6.3
Jungler,58.0,5.779999999999999,422.86,Füzy#BR1,Challenger,,876,152,6.0,4.3,9.1
Jungler,59.0,7.1,451.6,LOS Nero#CBLol,Challenger,,1605,168,7.2,5.2,9.2
Mid,56.6,8.120000000000001,472.62,young fla#furia,Challenger,,1122,193,7.1,5.0,7.6
Mid,52.8,6.1,426.52,give love u#put0,Challenger,,760,252,6.5,5.8,7.3
Mid,54.5,8.18,453.86,Namiru#BR1,Challenger,,1309,268,6.1,4.1,6.7
AD Carry,57.5,9.12,501.84,NinjaKiwi#123,Challenger,,1145,169,6.8,5.3,7.0
AD Carry,52.7,8.239999999999998,489.92,Kojima#ゲツヨウビ,Challenger,,876,231,6.3,5.5,9.0
Top,55.0,7.279999999999999,439.74,RSE ZekaS#CBLOL,Challenger,,655,153,5.6,4.6,6.6
Top,65.5,7.2,429.84,quaalude moon#000,GrandMaster,,773,95,5.6,4.3,7.4
Top,57.8,7.359999999999999,431.04,Maynter#EUW,Challenger,,1104,159,4.9,4.1,6.3
Jungler,53.5,6.279999999999999,434.8,Sunflower#2509,Challenger,,867,227,6.8,4.0,8.9
Top,59.8,8.059999999999999,440.8,skygge kriger#EUV,Challenger,,1113,149,5.9,3.7,5.9
Mid,54.3,8.180000000000001,461.84,2006y1337#1481,Challenger,,829,232,6.5,4.4,6.7
Top,57.4,7.74,435.58,im back on go#wwe,GrandMaster,,790,155,4.6,4.3,6.4
AD Carry,55.8,8.22,467.4,RANGED SUP NPC#KR11,Challenger,,690,159,6.8,4.2,6.1
AD Carry,63.4,8.22,481.64,Soldier#0710,Challenger,,870,90,7.6,4.2,7.2
Support,54.6,1.12,306.94,lft Lekcyc#111,Challenger,,1176,306,2.4,4.6,15.1
Top,71.6,8.319999999999999,473.2600000000001,TheShygenda#EUW,GrandMaster,,701,63,6.6,3.8,6.8
Top,56.1,8.14,459.72,RaiderGO#2004,GrandMaster,,551,152,6.2,3.8,4.6
Top,71.6,8.319999999999999,473.2600000000001,TheShygenda#EUW,GrandMaster,,701,63,6.6,3.8,6.8
Jungler,59.4,7.18,461.88,X9 HONOR#123,Master,,293,76,8.2,4.3,6.7
,,,,capeu#009,Challenger,,N/A,,,,
Mid,53.0,6.840000000000001,417.74,Barcode Killer#999,GrandMaster,,656,192,4.8,5.4,7.8
Mid,56.3,8.379999999999999,462.66,Wesley Warren Jr#EUW,Challenger,,1134,170,6.5,4.9,6.7
AD Carry,60.2,8.78,485.16,avarice61#EUW,Challenger,,934,115,6.5,3.6,7.2
AD Carry,53.8,7.840000000000001,459.3,chöego#EUW,GrandMaster,,619,171,6.4,5.0,7.5
Support,54.6,1.12,306.94,lft Lekcyc#111,Challenger,,1176,306,2.4,4.6,15.1
Support,56.6,1.16,302.18,Irinay#EUW,GrandMaster,,435,91,2.3,6.0,13.3
Top,55.7,7.68,445.8,Egyptien Sucré#HAL,GrandMaster,,760,165,6.2,6.0,6.0
Top,52.9,8.120000000000001,447.22,Nillee#EUW,Challenger,,813,346,5.5,4.2,5.6
Jungler,51.7,5.860000000000001,421.24,NXT Hummelu#Hum,GrandMaster,,383,304,5.6,5.4,8.7
Jungler,62.2,5.58,465.2,questionable#what,Challenger,,842,130,8.8,5.6,7.2
Jungler,59.0,7.159999999999999,456.5,Kaimietis3#EUW,Challenger,,816,124,7.1,3.7,9.4
Jungler,55.0,6.480000000000001,442.54,AUXXENCE CHALLXD#0000,Challenger,,751,198,7.6,5.0,8.0
AD Carry,71.4,7.720000000000001,473.8,LIBEREZ ISSAM#PLSTN,Master,,513,70,9.0,4.4,6.1
AD Carry,56.3,7.82,466.62000000000006,Vizzpers#Dane,GrandMaster,,650,143,6.8,4.9,7.2
Support,54.6,1.12,306.94,lft Lekcyc#111,Challenger,,1176,306,2.4,4.6,15.1
Support,61.6,1.7,310.5,Gerap#0001,GrandMaster,,680,106,3.1,5.5,14.2
Jungler,64.5,7.2,479.9599999999999,Inbianco#MT2,Master,,100,80,7.0,5.4,8.1
Top,54.2,7.0,435.16,ArTurial#117,GrandMaster,,398,129,5.9,5.7,7.8
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Jungler,71.8,6.88,456.98,takeawaytheglass#EUW,Master,,18,60,7.7,6.1,12.5
Mid,67.2,8.48,528.5,Zyehamya#EUW,Master,,0,45,7.4,4.3,6.7
Mid,53.3,7.92,455.86,Luidzi#monk,Master,,434,209,6.3,5.8,5.5
Mid,55.5,7.880000000000001,457.96,Plasma is back#EUW,Master,,252,101,6.9,3.5,6.3
AD Carry,53.6,7.18,457.36,nautiskelija#8610,Master,,463,187,7.1,5.6,6.5
Support,59.1,1.2333333333333334,288.90000000000003,LunaDown#EUW,GrandMaster,,476,97,1.9,5.4,15.5
Support,51.7,1.16,320.1,Mauro Garih#EUW,Master,,274,214,3.2,6.4,13.6
Top,55.6,6.859999999999999,460.66,悠悠海风轻吹#FAVOR,Master,,107,165,8.1,5.2,5.8
Mid,53.3,7.92,455.86,Luidzi#monk,Master,,434,209,6.3,5.8,5.5
Jungler,53.1,6.08,429.3,Revert#2005,GrandMaster,,545,190,7.4,3.8,6.9
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Mid,63.9,7.8,457.62,Guli#EUWWW,Master,,331,69,5.2,4.6,8.6
Mid,52.9,6.56,457.98,Sheeesh FEFE#EUW,Master,,260,165,8.2,6.7,7.3
Mid,53.7,7.32,440.6,cursed blessing#0000,Master,,752,344,6.9,5.4,6.3
Jungler,60.8,6.08,469.08,Electra Heart#666,Master,,394,124,8.9,4.3,7.8
Support,61.5,0.8200000000000001,289.68,INVERNO7#HYLI,Master,,210,115,1.8,5.4,16.0
Support,51.7,1.16,320.1,Mauro Garih#EUW,Master,,274,214,3.2,6.4,13.6
,,,,Âme Apaisée#EUW,GrandMaster,,N/A,,,,
Top,63.0,7.139999999999999,409.06000000000006,Wolfstone#BEAR,Master,,370,51,5.4,4.6,6.2
Jungler,59.9,6.88,465.2,JeanJaqueDeRouen#jjdr,GrandMaster,,787,115,8.9,4.9,6.9
Jungler,53.0,6.05,354.45000000000005,Frail#BAD,Master,,317,160,5.5,4.6,9.8
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Mid,52.9,5.640000000000001,420.44,NigusPrime837#EUW,Master,,312,135,6.3,4.1,6.8
AD Carry,52.1,6.840000000000001,454.98,Wiped Out#NGBHD,Master,,102,62,7.9,7.6,7.1
AD Carry,55.4,8.98,467.66,Miguel Diaz#YUS,GrandMaster,,538,113,6.4,4.6,6.1
Support,56.3,0.74,283.7,Shaco Del Fuego#EUW,Master,,34,41,1.6,6.4,15.0
Support,52.7,4.2,357.42,Rhapsody in Blue#2608,GrandMaster,,644,299,4.0,5.1,11.5
Top,55.9,7.220000000000001,483.0,Vulcan293KW#DWG,GrandMaster,,357,199,5.8,6.7,6.4
Top,58.3,7.44,414.22,MamiTeero#EUW,Master,,329,98,4.9,4.2,5.5
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Jungler,64.1,4.64,593.8599999999999,한계 테스트#000,Master,,401,93,9.6,4.0,7.6
Top,54.5,7.4,416.74,FICHAJE DEL AÑO#SELE,GrandMaster,,656,180,4.9,3.6,6.7
Top,63.0,7.139999999999999,409.06000000000006,Wolfstone#BEAR,Master,,370,51,5.4,4.6,6.2
AD Carry,55.3,8.24,474.4,Lothen#2137,Master,,321,94,7.5,4.5,6.3
AD Carry,53.9,7.859999999999999,444.34,Boncuk#EUW12,Challenger,,611,195,6.2,5.3,7.1
Support,58.8,0.96,289.16,Shredder#SHRD,GrandMaster,,603,101,1.9,4.3,14.6
Support,53.4,1.1,296.84000000000003,ysam#007,Master,,308,133,2.5,6.0,12.9
Top,55.0,7.32,430.16,FornoReason#Gap,Challenger,,914,188,4.9,4.9,5.7
Top,61.8,7.7,448.1,Wunderwear#GOAT,Challenger,,1004,115,5.9,5.6,5.8
Jungler,58.4,7.139999999999999,479.2600000000001,dean winchester#0128,GrandMaster,,793,139,7.9,6.3,7.6
Jungler,54.4,6.9,450.2,WHATSYOURORDER#MCD,Challenger,,694,181,6.8,4.9,8.1
Mid,62.9,9.0,453.25999999999993,L Vasco O#EUW,Challenger,,921,110,5.1,3.1,6.9
Top,56.5,7.8,437.7,modernillo#moder,Challenger,,932,174,4.7,4.6,5.1
AD Carry,65.4,7.42,496.3,Decebalus#White,Challenger,,921,140,10.7,6.0,5.2
AD Carry,57.1,7.92,469.62,tukaan#tukan,Challenger,,855,141,6.6,4.6,7.4
Mid,51.8,5.840000000000001,417.0400000000001,Krüppi#EUW,Master,,422,191,5.5,5.5,9.7
Support,84.6,1.0,337.9,Billy Butcher#EUW,Master,,422,44,3.1,5.7,17.9
Top,53.4,7.479999999999999,420.7600000000001,ToothIess#EUW,Master,,546,212,4.7,4.6,5.6
Top,57.3,6.959999999999999,447.46,dxfewto#EUW,Master,,391,86,6.1,4.7,6.7
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Jungler,63.0,6.6,452.4599999999999,komanche uchiha#elite,Master,,140,58,6.7,4.1,8.9
Mid,60.3,6.180000000000001,448.14,ShadowRicc#urmom,Master,,270,141,10.4,6.7,4.9
Mid,50.7,6.1,415.44,SEL0#EUW,GrandMaster,,499,316,6.1,6.2,7.0
AD Carry,53.4,7.82,490.25999999999993,ALL X#000 0,Master,,199,305,7.4,6.2,6.8
AD Carry,56.9,8.08,474.68,light comes on#EUW,GrandMaster,,535,116,8.8,5.5,6.8
Support,54.1,3.5200000000000005,351.48,TurkSUPSmurf#EUW,Master,,235,192,3.9,5.1,11.4
Support,53.4,1.1,296.84000000000003,ysam#007,Master,,308,133,2.5,6.0,12.9
Mid,52.6,6.279999999999999,391.74,TwoStone#2222,Master,,344,132,5.7,6.3,7.6
Top,55.9,7.220000000000001,483.0,Vulcan293KW#DWG,GrandMaster,,357,199,5.8,6.7,6.4
Jungler,55.3,6.366666666666667,413.6333333333334,Hemlandaren#CHN,GrandMaster,,413,120,5.1,4.1,8.9
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Mid,53.5,7.239999999999999,409.02,ForellenLord#3000,Master,,492,170,5.2,4.3,7.2
Mid,60.0,8.059999999999999,456.2,PlaymakingMaker0#EUW,Master,,374,75,6.5,3.4,5.4
AD Carry,65.0,7.660000000000001,433.02,KΞΠΔI#EUW,Master,,190,39,5.8,5.5,9.0
AD Carry,53.9,8.28,463.28,Madison Beer#HOME,Master,,515,194,6.5,5.0,6.6
Jungler,53.3,4.98,384.36,Discord Diff#EUW,GrandMaster,,692,254,4.3,4.3,11.3
Mid,49.8,6.459999999999999,445.48,Kill#WEST,Master,,73,106,5.4,5.9,6.6
Top,55.9,7.6,460.1,Sangrod#EUWW,GrandMaster,,687,176,5.8,5.2,4.8
Top,57.1,2.9,626.5,Urpog#URGOT,Master,,420,89,6.8,5.5,4.1
Jungler,54.2,7.279999999999999,438.92,Techoteco#EUW,GrandMaster,,739,186,6.1,4.8,7.9
Jungler,56.8,7.040000000000001,449.08,SPOOKY#LFT,GrandMaster,,781,158,6.7,4.1,8.2
Mid,62.9,9.0,453.25999999999993,L Vasco O#EUW,Challenger,,921,110,5.1,3.1,6.9
Mid,53.6,7.82,437.4799999999999,Zwyrøø#soul,Challenger,,820,273,5.8,4.1,6.7
Mid,59.6,7.279999999999999,422.38,sahira#EUW,Master,,612,143,6.2,6.6,7.6
AD Carry,65.6,7.42,496.18,Decebalus#White,Challenger,,942,141,10.7,6.0,5.2
Support,52.7,4.2,357.42,Rhapsody in Blue#2608,GrandMaster,,644,299,4.0,5.1,11.5
AD Carry,57.9,6.16,445.82,LCK Divine#777,GrandMaster,,433,124,7.1,6.0,9.4
Top,55.9,7.220000000000001,483.0,Vulcan293KW#DWG,GrandMaster,,357,199,5.8,6.7,6.4
Jungler,54.9,6.4,461.98,XnS#XnS,GrandMaster,,546,113,6.9,5.3,9.2
Jungler,59.4,6.3,446.16,we go Loco#EUW,GrandMaster,,652,101,6.5,5.1,10.2
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Mid,55.7,7.1,438.9200000000001,Simpli#Jasmi,GrandMaster,,528,122,7.3,5.2,6.2
Mid,58.4,8.38,456.86,Phantomles#KING,GrandMaster,,752,135,5.8,3.7,7.0
AD Carry,55.6,7.5,492.5,Bench Queen#EUW,Challenger,,765,188,6.9,5.4,7.2
AD Carry,54.7,8.860000000000001,487.92,3XA#ERA,Challenger,,721,205,7.3,4.1,6.8
Support,53.1,3.16,359.84000000000003,It Is What It Is#99999,GrandMaster,,216,147,3.6,6.5,11.7
Support,84.6,1.0,337.9,Billy Butcher#EUW,Master,,422,44,3.1,5.7,17.9
Top,57.2,7.4,416.82,SMRADOCH ROBO#EUW,Challenger,,852,147,4.2,4.3,5.9
Top,56.8,7.52,417.56000000000006,its time#00000,Challenger,,811,158,5.0,4.4,6.0
Jungler,57.4,7.0200000000000005,465.4599999999999,Dr Coconut#yiken,Challenger,,636,113,8.0,5.1,8.7
Jungler,56.8,7.040000000000001,449.08,SPOOKY#LFT,GrandMaster,,781,158,6.7,4.1,8.2
Mid,52.4,7.979999999999999,473.3,shao la int#EUW,GrandMaster,,502,196,6.7,5.1,6.4
Mid,59.6,7.279999999999999,422.38,sahira#EUW,Master,,612,143,6.2,6.6,7.6
Mid,53.6,7.82,437.4799999999999,Zwyrøø#soul,Challenger,,799,272,5.8,4.1,6.7
AD Carry,55.4,8.98,467.66,Miguel Diaz#YUS,GrandMaster,,538,113,6.4,4.6,6.1
Support,53.7,1.2000000000000002,298.8,Chaleureux#EUW,Master,,366,160,1.8,5.1,14.7
AD Carry,64.7,6.7,467.34,hahahahah#6206,Challenger,,956,101,7.7,5.4,8.6
Top,55.9,7.6,460.1,Sangrod#EUWW,GrandMaster,,687,176,5.8,5.2,4.8
Top,52.9,8.120000000000001,447.22,Nillee#EUW,Challenger,,813,346,5.5,4.2,5.6
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Jungler,51.7,6.2,417.9,MONKMONKMONKMONK#MONK,GrandMaster,,522,328,6.5,4.5,7.1
Mid,58.4,8.38,456.86,Phantomles#KING,GrandMaster,,752,135,5.8,3.7,7.0
Mid,58.4,6.8,418.94,johnwick#back,GrandMaster,,552,94,6.1,4.9,6.5
AD Carry,55.6,7.5,492.5,Bench Queen#EUW,Challenger,,765,188,6.9,5.4,7.2
AD Carry,58.8,7.959999999999999,483.8200000000001,Mishigu#0001,GrandMaster,,832,117,7.1,4.9,8.0
Support,64.7,0.8666666666666667,324.2333333333333,Suryhtal#Bard,GrandMaster,,679,75,3.9,5.0,13.6
Support,57.9,1.48,320.24,footjob enjoyer#111,GrandMaster,,605,110,2.8,5.4,14.4
Top,60.8,8.44,469.56000000000006,Zora#Tibia,Master,,232,62,5.1,5.0,5.8
Jungler,55.2,6.639999999999999,444.04,MafroMafroMafro#Mafro,Master,,425,128,7.5,5.5,7.9
Jungler,53.2,7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster,,429,158,6.8,5.1,8.5
Jungler,80.4,6.3,561.1400000000001,kzxktobxkut#EUW,Master,,211,78,9.4,3.5,7.5
Mid,64.2,6.319999999999999,415.8,Shire Enjoyer#EUW,Master,,470,77,8.1,6.5,6.9
Mid,54.4,7.919999999999999,446.06000000000006,JustALittleFaith#HaHa,Challenger,,825,233,6.7,4.8,6.5
AD Carry,57.5,8.139999999999999,488.72,VioletRaven#0807,Master,,420,92,7.1,6.0,7.1
AD Carry,56.9,7.8,465.94,Arthur Leywin#001,Master,,207,78,7.2,5.1,6.6
Support,52.6,1.14,313.96000000000004,Shawi Katami#EUW,GrandMaster,,615,295,3.5,5.0,12.5
Support,55.1,2.48,311.52,abagnale1#EUW,Master,,369,125,1.8,5.9,14.8
Jungler,58.1,7.3,475.1,不帮就送#0888,Challenger,,707,122,7.8,4.6,6.6
Top,52.0,6.82,421.1,arbrio#NA1,GrandMaster,,265,257,5.5,5.5,6.0
Jungler,56.2,7.12,446.46,random rengar#NA1,Master,,182,59,8.4,6.1,6.6
Jungler,57.1,6.359999999999999,440.54,Icelandic Hero#ice,Challenger,,863,157,6.4,4.8,9.8
Jungler,69.7,7.42,504.4,Sheiden3#NA1,Challenger,,1321,101,10.6,4.4,6.6
Mid,53.8,6.48,537.14,火 影#2Szd,GrandMaster,,332,84,7.6,5.0,6.2
AD Carry,52.4,8.26,477.08,ZEZE ZAZA XOOO#anna,GrandMaster,,417,165,6.7,4.2,7.1
AD Carry,57.3,7.5,470.24,Seishiro Nagi#2002,Challenger,,424,145,7.5,6.0,7.5
AD Carry,57.4,5.3,400.66,enryu#imi,GrandMaster,,447,112,4.6,4.5,9.2
Jungler,68.9,6.56,612.28,Zequilla#NA1,GrandMaster,,286,31,7.7,3.6,9.6
AD Carry,65.0,6.880000000000001,482.96,XYYZ#SNH,GrandMaster,,540,76,5.5,5.3,6.9
Top,72.1,6.433333333333335,617.3333333333334,Mèo méo#NA1,Master,,75,45,8.2,5.3,4.1
Mid,66.7,7.1,450.6,Spica#001,Challenger,,844,83,7.0,5.4,8.3
Jungler,54.1,6.660000000000001,439.92,Will#NA12,Challenger,,869,203,7.3,3.3,8.1
Mid,62.7,8.02,472.72,one last dance#nahz,Challenger,,721,94,5.6,5.3,5.7
Top,56.0,3.75,296.90000000000003,Paklaiton#NA1,Challenger,,640,131,3.8,5.0,8.7
Top,53.8,7.219999999999999,450.16,Hyperton#goat,GrandMaster,,478,135,6.9,6.1,6.4
AD Carry,57.0,5.94,461.14,Yubs#NAVI,GrandMaster,,358,93,5.5,5.2,9.7
Jungler,53.4,5.44,408.42,WhiteKnight77#NA1,Master,,191,128,6.9,5.5,10.8
Support,57.0,3.5,425.64,Empathy#NA0,Master,,194,129,2.9,4.9,11.4
Top,54.1,7.7,453.54,Dhokla#NA1,Challenger,,567,153,5.9,4.4,5.7
Jungler,76.5,6.960000000000001,431.66,holli#60913,GrandMaster,,361,62,8.4,3.8,10.9
Jungler,57.0,6.58,483.6,한손에총들고#NA11,Master,,107,102,6.6,4.8,7.2
Jungler,69.7,7.42,504.4,Sheiden3#NA1,Challenger,,1321,101,10.6,4.4,6.6
Jungler,58.1,7.3,475.1,不帮就送#0888,Challenger,,707,122,7.8,4.6,6.6
Mid,50.9,6.480000000000001,399.46,Scaling is OP#NA1,GrandMaster,,432,404,5.3,5.9,7.0
AD Carry,63.1,8.12,459.7799999999999,波士顿第一深情#1117,Challenger,,754,99,6.6,4.5,8.0
Jungler,57.4,6.779999999999999,446.88,Vertigo#SHOW,GrandMaster,,322,70,6.6,4.6,8.1
Jungler,68.9,6.56,612.28,Zequilla#NA1,GrandMaster,,286,31,7.7,3.6,9.6
Mid,56.7,3.26,362.08,mly#mura,GrandMaster,,267,80,4.4,3.6,10.6
Top,64.6,6.74,386.84,TwTv EUWXYZ#R7LE,GrandMaster,,427,105,6.4,3.7,4.6
AD Carry,58.8,7.959999999999999,483.8200000000001,Mishigu#0001,GrandMaster,,832,117,7.1,4.9,8.0
Jungler,65.5,6.720000000000001,453.98,CPalmer20#Lee,Master,,355,57,7.7,4.3,8.1
Jungler,54.3,8.26,459.2,Neon Moon#EUW,Master,,316,140,6.4,4.8,7.7
Top,55.6,6.433333333333334,379.6333333333334,dreamdreamdream#111,Master,,47,70,6.3,3.6,3.9
Mid,53.6,7.82,437.4799999999999,Zwyrøø#soul,Challenger,,820,273,5.8,4.1,6.7
AD Carry,57.6,7.8,463.22,TTV EcstassyLoL#KTH,Challenger,,1014,171,7.8,4.3,8.5
AD Carry,54.1,7.0200000000000005,465.8200000000001,ズズズ#NOEGO,GrandMaster,,562,178,8.7,5.8,6.2
Support,50.5,1.38,301.18,Summi#Freya,Master,,138,204,2.8,5.9,13.6
Support,58.7,5.06,612.24,287#2310,Master,,365,86,1.8,4.6,15.4
Top,61.6,7.659999999999999,447.7600000000001,Fudgecakey#5811,Challenger,,895,98,5.5,4.5,5.6
Top,61.5,7.459999999999999,450.42,xRoyal#11111,Challenger,,570,72,6.1,4.6,6.1
Mid,66.7,7.1,450.6,Spica#001,Challenger,,844,83,7.0,5.4,8.3
Jungler,58.1,6.82,461.62,chocolate rain#LFG,Challenger,,811,143,6.6,4.2,8.4
Jungler,61.0,6.660000000000001,438.28,Hanataro#Nokia,GrandMaster,,362,64,6.5,5.8,7.1
Mid,52.8,7.760000000000001,443.5,young#0000,Challenger,,347,134,6.3,4.6,7.4
Top,56.0,3.75,296.90000000000003,Paklaiton#NA1,Challenger,,640,131,3.8,5.0,8.7
Mid,55.3,6.7,398.54,The PlayMaker O#NA1,Challenger,,759,176,5.2,5.3,8.0
Top,57.0,6.279999999999999,461.18,Deadshot#YMZ,Master,,81,49,6.7,5.6,6.0
Top,68.4,7.0600000000000005,454.44,twtv bobjenkins#NA3,GrandMaster,,574,65,6.9,3.4,5.5
Mid,53.8,6.48,537.14,火 影#2Szd,GrandMaster,,332,84,7.6,5.0,6.2
Mid,51.8,7.5,472.54,RoyalRoy#NA1,Master,,95,73,8.4,6.3,5.9
Jungler,55.4,6.220000000000001,425.46,Verdict#9108,Challenger,,651,133,7.1,4.3,8.6
Jungler,56.9,7.06,480.9,Keklez#NA1,GrandMaster,,526,129,7.5,4.9,7.4
Mid,65.5,6.94,440.7600000000001,Goodras Hips#NA1,GrandMaster,,360,57,7.4,4.4,6.7
Mid,62.9,7.659999999999999,500.44,the pob#NA1,GrandMaster,,323,44,7.2,5.6,7.2
Mid,51.2,6.98,481.74000000000007,小熊软糖#Cattt,Challenger,,191,144,7.0,4.8,7.5
AD Carry,51.1,4.040000000000001,343.58,Proosia#charm,GrandMaster,,440,256,4.6,6.0,8.3
AD Carry,64.7,6.94,454.12,CORPSE#KING,Master,,80,78,8.3,7.5,8.8
Mid,55.5,7.9,432.84,Sym#Sym,GrandMaster,,390,133,5.4,4.3,5.6
Jungler,76.5,6.960000000000001,431.66,holli#60913,GrandMaster,,361,62,8.4,3.8,10.9
Mid,54.9,6.640000000000001,407.58,TeddyW0202#NA1,Master,,100,90,5.8,5.2,6.4
Jungler,55.8,6.5600000000000005,409.4,Gear Secando#OP1,Challenger,,786,144,5.2,4.0,9.8
Jungler,69.7,7.42,504.4,Sheiden3#NA1,Challenger,,1321,101,10.6,4.4,6.6
Mid,61.3,7.540000000000001,471.2,小山丘#6572,Challenger,,598,111,7.1,4.7,7.3
Jungler,52.8,7.360000000000001,460.54,CompIain#NA1,GrandMaster,,569,199,7.0,5.4,6.8
AD Carry,52.3,7.62,505.48,ttv brabro#aph,Challenger,,724,269,7.6,6.0,5.5
AD Carry,60.8,8.120000000000001,483.9,antiheal#ILFSM,GrandMaster,,443,62,5.7,4.4,9.6
Support,73.6,1.06,314.78000000000003,Nerfing#0001,GrandMaster,,528,53,2.2,5.0,15.3
Support,54.2,0.9,334.36,Frosthook#NA1,GrandMaster,,314,109,3.0,6.2,12.5
Mid,51.4,7.5,472.54,RoyalRoy#NA1,Master,,74,73,8.4,6.3,5.8
Mid,53.8,6.48,537.14,火 影#2Szd,GrandMaster,,332,84,7.6,5.0,6.2
Mid,66.7,7.1,450.6,Spica#001,Challenger,,844,83,7.0,5.4,8.3
Jungler,65.6,4.74,525.52,lovesasa#7777,GrandMaster,,248,60,8.3,4.5,9.3
Mid,52.8,7.760000000000001,443.5,young#0000,Challenger,,347,134,6.3,4.6,7.4
Mid,65.5,6.94,440.7600000000001,Goodras Hips#NA1,GrandMaster,,360,57,7.4,4.4,6.7
AD Carry,50.3,6.860000000000001,418.84,Improve Only#NA1,GrandMaster,,174,159,6.6,5.8,7.2
